Competition UID,Year,Location,Competition,Class,Overall Rank,Athlete Name,Nation,OQS Points
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,24,Antonie Galuskova,CZE,540
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,18,Carole Bouzidi,ALG,660
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,55,Olatz Arregui,ESP,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,58,Jasmin Schornberg,GER,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,8,Monica Doria Vilarrubla,AND,860
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,47,Dominika Brzeska,POL,80
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,17,Natalia Pacierpnik,POL,680
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,9,Lois Leaver,GBR,840
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,43,Laura Pellicer Chica,AND,160
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,46,Michaela Hassova,SVK,100
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,56,Courtney Williams,NZL,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,48,Marcella Altman,USA,60
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,59,Florence Maheu,CAN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,60,Claudia Leenders,NED,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,49,Viktoriia Dobrotvorska,UKR,40
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,50,Anna Lychko,UKR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,61,Hannah Thomas,NZL,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,51,Sofia Reinoso,MEX,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,54,Iris Sommernes,NOR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,53,Florencia Aguirre Gonzalez,CHI,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,41,Lena Teunissen,NED,200
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,45,Janina Kriesinger,BEL,120
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,44,Katja Bengeri,CRO,140
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,57,Lois Betteridge,CAN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,52,Nerea Castiglione,ARG,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,62,Chantal Bronkhorst,RSA,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,2,Luka Bozic,SLO,980
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,6,Miquel Trave,ESP,900
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,5,Matej Benus,SVK,920
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,8,Adam Burgess,GBR,860
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,29,Benjamin Savsek,SLO,440
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,20,Jules Bernardet,FRA,620
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,17,Grzegorz Hedwig,POL,680
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,1,Raffaello Ivaldi,ITA,1000
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,14,Vaclav Chaloupka,CZE,740
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,7,Nicolas Gestin,FRA,880
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,4,Ryan Westley,GBR,940
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,10,Lucas Roisin,FRA,820
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,30,Lennard Tuchscherer,GER,420
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,15,Liam Jegou,IRL,720
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,27,Joris Otten,NED,480
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,12,Alexander Slafkovsky,SVK,780
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,24,Jiri Prskavec,CZE,540
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,25,Brodie Crawford,AUS,520
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,11,Roberto Colazingari,ITA,800
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,13,Zachary Lokken,USA,760
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,19,Paolo Ceccon,ITA,640
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,3,Marko Mirgorodsky,SVK,960
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,49,Kaylen Bassett,AUS,40
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,26,Jake Cochrane,IRL,500
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,44,Jean Pierre Bourhis,SEN,140
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,21,Timo Trummer,GER,600
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,28,Oliver Puchner,NZL,460
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,23,Tristan Carter,AUS,560
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,56,Michal Wiercioch,POL,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,16,Matija Marinic,CRO,700
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,18,Daniel Perez,ESP,660
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,57,Martin Kratochvil,CZE,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,42,Soren Loos,NED,180
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,59,Jus Javornik,SLO,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,52,Manuel Tripano,ARG,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,45,Roko Bengeri,CRO,120
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,48,Terence Saramandif,MRI,60
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,46,Chin Han Liu,TPE,100
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,41,Jose Carvalho,POR,200
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,51,James Senior,NZL,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,43,Nathaniel Francis,USA,160
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,60,Geral Soto,CHI,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,54,Richard Merjan,LBN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,55,Thomas Koechlin,SUI,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,50,Alex Baldoni,CAN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,22,James Kettle,GBR,580
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,9,Luis Fernandez,ESP,840
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,53,Nicolas Tripano,ARG,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,58,Jose Silva,VEN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,61,Samuel Muchiri,KEN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1M,47,Lucas Rossi,ARG,80
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,1,Jessica Fox,AUS,1000
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,7,Klaudia Zwolinska,POL,880
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,21,Angele Hug,FRA,600
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,9,Mallory Franklin,GBR,840
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,8,Viktoriia Us,UKR,860
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,2,Andrea Herzog,GER,980
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,11,Klara Olazabal,ESP,800
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,29,Kate Eckhardt,AUS,440
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,14,Miren Lazkano,ESP,740
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,25,Gabriela Satkova,CZE,520
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,30,Viktoria Wolffhardt,AUT,420
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,26,Tereza Kneblova,CZE,500
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,12,Evy Leibfarth,USA,780
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,13,Nuria Vilarrubla,ESP,760
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,19,Zuzana Pankova,SVK,640
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,23,Sophie Ogilvie,GBR,560
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,6,Marta Bertoncelli,ITA,900
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,3,Kimberley Woods,GBR,960
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,4,Tereza Fiserova,CZE,940
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,20,Emanuela Luknarova,SVK,620
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,42,Nele Bayn,GER,180
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,46,Eva Alina Hocevar,SLO,100
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,44,Lea Novak,SLO,140
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,16,Lucie Prioux,FRA,700
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,5,Marjorie Delassus,FRA,920
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,18,Sona Stanovska,SVK,660
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,15,Elena Lilik,GER,720
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,22,Alja Kozorog,SLO,580
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,43,Lois Betteridge,CAN,160
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,17,Noemie Fox,AUS,680
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,45,Hannah Thomas,NZL,120
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,28,Viktoriia Dobrotvorska,UKR,460
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,49,Katja Bengeri,CRO,40
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,48,Marcella Altman,USA,60
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,10,Monica Doria Vilarrubla,AND,820
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,47,Nerea Castiglione,ARG,80
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,27,Elena Micozzi,ITA,480
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,41,Laura Pellicer Chica,AND,200
2023 Seu World Cup 4,2023,Seu,World Cup 4,C1W,24,Lena Teunissen,NED,540
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,20,Eliska Mintalova,SVK,620
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,5,Camille Prigent,FRA,920
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,1,Jessica Fox,AUS,1000
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,5,Luuka Jones,NZL,920
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,4,Elena Lilik,GER,940
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,19,Ana Satila,BRA,640
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,21,Marjorie Delassus,FRA,600
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,8,Kimberley Woods,GBR,860
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,16,Evy Leibfarth,USA,700
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,9,Emma Vuitton,FRA,840
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,10,Stefanie Horn,ITA,820
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,12,Eva Tercelj,SLO,780
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,14,Antonie Galuskova,CZE,740
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,18,Carole Bouzidi,ALG,660
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,24,Amalie Hilgertova,CZE,540
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,13,Alena Marx,SUI,760
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,47,Tereza Fiserova,CZE,80
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,48,Martina Wegman,NED,60
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,17,Mallory Franklin,GBR,680
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,2,Corinna Kuhnle,AUT,980
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,51,Eva Alina Hocevar,SLO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,3,Klaudia Zwolinska,POL,960
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,11,Sona Stanovska,SVK,800
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,54,Viktoria Wolffhardt,AUT,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,55,Phoebe Spicer,GBR,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,56,Lea Baldoni,CAN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,57,Chiara Sabattini,ITA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,7,Monica Doria Vilarrubla,AND,880
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,59,Janina Kriesinger,BEL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,60,Michaela Hassova,SVK,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,61,Courtney Williams,NZL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,23,Aki Yazawa,JPN,560
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,63,Laia Sorribes,ESP,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,15,Maialen Chourraut,ESP,720
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,65,Florence Maheu,CAN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,66,Dominika Brzeska,POL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,67,Olatz Arregui,ESP,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,68,Katja Bengeri,CRO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,69,Claudia Leenders,NED,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,70,Lois Betteridge,CAN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,71,Noemie Fox,AUS,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,72,Lena Teunissen,NED,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,73,Ajda Novak,SLO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,74,Iris Sommernes,NOR,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,75,Hannah Thomas,NZL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,76,Laura Pellicer Chica,AND,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,77,Blandine Xhemajlji,KOS,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,78,Emilie Armani,ECU,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,22,Viktoriia Us,UKR,580
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,80,Paulina Pirro,GER,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1W,81,Natalia Pacierpnik,POL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,1,Jessica Fox,AUS,1000
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,10,Evy Leibfarth,USA,820
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,3,Mallory Franklin,GBR,960
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,4,Marjorie Delassus,FRA,940
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,2,Gabriela Satkova,CZE,980
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,22,Tereza Fiserova,CZE,580
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,5,Kimberley Woods,GBR,920
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,24,Monica Doria Vilarrubla,AND,540
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,9,Tereza Kneblova,CZE,840
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,12,Nuria Vilarrubla,ESP,780
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,8,Klaudia Zwolinska,POL,860
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,6,Zuzana Pankova,SVK,900
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,20,Aleksandra Stach,POL,620
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,13,Lucie Prioux,FRA,760
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,19,Alja Kozorog,SLO,640
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,18,Ellis Miller,GBR,660
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,21,Andrea Herzog,GER,600
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,15,Lena Teunissen,NED,720
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,23,Lea Novak,SLO,560
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,7,Noemie Fox,AUS,880
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,51,Elena Micozzi,ITA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,14,Sona Stanovska,SVK,740
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,53,Klara Olazabal,ESP,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,54,Viktoria Wolffhardt,AUT,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,55,Marta Bertoncelli,ITA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,56,Hannah Thomas,NZL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,11,Viktoriia Us,UKR,800
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,58,Nele Bayn,GER,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,59,Emanuela Luknarova,SVK,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,60,Elena Lilik,GER,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,61,Laura Pellicer Chica,AND,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,62,Katja Bengeri,CRO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,16,Angele Hug,FRA,700
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,64,Lois Betteridge,CAN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,17,Miren Lazkano,ESP,680
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,66,Ana Satila,BRA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,67,Alena Marx,SUI,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,68,Eva Alina Hocevar,SLO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1W,69,Michaela Corcoran,IRL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,19,Jakub Grigar,SVK,640
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,12,Noah Hegge,GER,780
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,2,Vit Prindis,CZE,980
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,1,Titouan Castryck,FRA,1000
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,9,Giovanni De Gennaro,ITA,840
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,7,Jiri Prskavec,CZE,880
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,23,Peter Kauzer,SLO,560
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,5,Felix Oschmautz,AUT,920
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,16,Joseph Clarke,GBR,700
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,13,Mathis Soudi,MAR,760
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,17,Jakub Krejci,CZE,680
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,6,Lucien Delfour,AUS,900
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,20,Timothy Anderson,AUS,620
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,2,Jonny Dickson,GBR,980
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,24,Joshua Joseph,USA,540
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,10,Martin Srabotnik,SLO,820
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,21,Martin Dougoud,SUI,600
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,14,Christopher Bowers,GBR,740
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,8,Mario Leitner,AUT,860
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,60,Miquel Trave,ESP,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,61,Boris Neveu,FRA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,62,Finn Butcher,NZL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,63,Mathieu Desnos,BRA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,64,Isak Ohrstrom,SWE,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,65,Benjamin Pope,AUS,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,66,Adam Gonsenica,SVK,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,67,Martin Halcin,SVK,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,68,Pau Echaniz,ESP,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,69,Ziga Lin Hocevar,SLO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,70,Gelindo Chiarello,SUI,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,4,Benjamin Renia,FRA,940
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,72,Tyler Westfall,USA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,73,Lucas Jacob,POR,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,74,Alistair Mccreery,IRL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,75,Maxime Aubertin,BEL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,76,Kaelin Friedenson,USA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,77,Paul Preisl,AUT,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,78,Marcello Beda,ITA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,79,Zhaoshan Hu,CHN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,80,Frederico Alvarenga,POR,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,81,Huiming Li,CHN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,82,Mael Rivard,CAN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,83,David Llorente,ESP,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,15,Dariusz Popiela,POL,720
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,11,Hannes Aigner,GER,800
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,88,Erik Holmer,SWE,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,89,Enrico Dietz,GER,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,90,Thomas Ukalovic,CRO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,91,Alex Baldoni,CAN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,18,Pedro Goncalves,BRA,660
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,93,Thibaud Lacour,ROU,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,K1M,22,Dimitri Marx,SUI,580
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,9,Benjamin Savsek,SLO,840
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,7,Alexander Slafkovsky,SVK,880
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,6,Nicolas Gestin,FRA,900
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,10,Adam Burgess,GBR,820
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,24,Liam Jegou,IRL,540
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,2,Franz Anton,GER,980
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,14,Jules Bernardet,FRA,740
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,23,Sideris Tasiadis,GER,560
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,16,Lucas Roisin,FRA,700
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,5,Jiri Prskavec,CZE,920
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,3,Miquel Trave,ESP,960
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,8,Matej Benus,SVK,860
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,22,Matija Marinic,CRO,580
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,17,Ryan Westley,GBR,680
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,1,Raffaello Ivaldi,ITA,1000
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,18,Thomas Koechlin,SUI,660
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,21,Paolo Ceccon,ITA,600
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,48,Zachary Lokken,USA,60
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,49,Luis Fernandez,ESP,40
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,50,Jean Pierre Bourhis,SEN,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,51,Ziga Lin Hocevar,SLO,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,19,Grzegorz Hedwig,POL,640
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,12,Timo Trummer,GER,780
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,54,Jake Cochrane,IRL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,13,Lukas Rohan,CZE,760
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,56,Soren Loos,NED,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,57,Kacper Sztuba,POL,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,58,Casey Eichfeld,USA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,59,Roberto Colazingari,ITA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,60,Kaua Da Silva,BRA,20
2023 Paris World Cup 5,2023,Paris,World Cup 5,C1M,61,Daniel Perez,ESP,20
