Competition UID,Year,Location,Competition,Class,Overall Rank,Athlete Name,Nation,OQS Points
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,53,Wei Han Chen,TPE,20
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,11,Evy Leibfarth,USA,800
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,43,Viktoria Wolffhardt,AUT,160
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,-,Andrea Herzog,GER,-
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,19,Alja Kozorog,SLO,640
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,22,Nele Bayn,GER,580
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,26,Sophie Ogilvie,GBR,500
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,41,Ivana Chlebova,SVK,200
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,44,Nuria Vilarrubla,ESP,140
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,50,Elena Borghi,ITA,20
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,52,Cuishan Yu,CHN,20
2023 Prague World Cup 2,2023,Prague,World Cup 2,C1W,48,Isabella Altman,USA,60
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,6,Giovanni De Gennaro,ITA,900
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,30,Jakub Krejci,CZE,420
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,36,Leo Vuitton,FRA,300
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,20,Malo Quemeneur,FRA,620
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,22,Lan Tominc,SLO,580
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,23,Anatole Delassus,FRA,560
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,26,Xabier Ferrazzi,ITA,500
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,2,Vit Prindis,CZE,980
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,4,Hannes Aigner,GER,940
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,32,Ziga Lin Hocevar,SLO,380
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,37,Mario Leitner,AUT,280
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,3,Felix Oschmautz,AUT,960
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,15,Mathieu Desnos,BRA,720
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,28,Xin Quan,CHN,460
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,29,Callum Gilbert,NZL,440
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,27,Christopher Bowers,GBR,480
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,24,Noah Hegge,GER,540
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,8,Marcello Beda,ITA,860
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,11,Peter Kauzer,SLO,800
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,12,Gabriel De Coster,BEL,780
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,9,Joseph Clarke,GBR,840
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,13,Isak Ohrstrom,SWE,760
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,14,Jonny Dickson,GBR,740
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,39,Ilja Buran,SVK,240
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,16,Yuuki Tanaka,JPN,700
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,21,Fredrik Wahlen,SWE,600
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,33,Stefan Hengst,GER,360
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,31,Liman Huang,CHN,400
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,17,Tyler Westfall,USA,680
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,7,Timothy Anderson,AUS,880
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,71,Sebastian Montalto,AUS,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,10,Lucien Delfour,AUS,820
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,58,Haoran Zhu,CHN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,70,Finn Butcher,NZL,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,68,Andraz Echeverria Olguin,CHI,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,-,Roko Bengeri,CRO,-
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,74,Koppany Racz,HUN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,59,Alistair Mccreery,IRL,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,35,Erik Holmer,SWE,320
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,56,Jakub Brzezinski,POL,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,51,Pedro Goncalves,BRA,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,52,Lorand Gjoshi,KOS,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,54,Jakub Stanovsky,SVK,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,60,Alex Baldoni,CAN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,34,Nicolas Fehlmann,SUI,340
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,63,Ren Korpes,CRO,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,53,Kaelin Friedenson,USA,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,25,Yusuke Muto,JPN,520
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,67,Trevor Boyd,CAN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,62,Nour Ait Kaddour,MAR,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,65,Simon Zeitlhofer,AUT,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,72,Mael Rivard,CAN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,55,Oleksandr Fedorenko,UKR,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,64,Kosuke Saito,JPN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,57,Thibaud Lacour,ROU,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,1,Jiri Prskavec,CZE,1000
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,5,Dariusz Popiela,POL,920
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,18,Filip Stanko,SVK,660
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,38,Joshua Joseph,USA,260
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,61,Pitt Rohrer,SUI,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,73,Serhii Sovko,UKR,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,66,Artem Ivchenko,UKR,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,69,Andy Barat,COM,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1M,19,Manuel Munsch,SUI,640
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,1,Jessica Fox,AUS,1000
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,5,Eva Tercelj,SLO,920
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,15,Eva Pietracha,FRA,720
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,26,Ricarda Funk,GER,500
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,3,Elena Lilik,GER,960
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,4,Klaudia Zwolinska,POL,940
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,8,Veronika Vojtova,CZE,860
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,10,Romane Prigent,FRA,820
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,11,Viktoria Wolffhardt,AUT,800
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,7,Coline Charel,FRA,880
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,6,Evy Leibfarth,USA,900
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,24,Ivana Chlebova,SVK,540
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,17,Ajda Novak,SLO,680
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,18,Phoebe Spicer,GBR,660
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,2,Viktoriia Us,UKR,980
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,21,Lois Leaver,GBR,600
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,28,Tong Li,CHN,460
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,22,Ana Satila,BRA,580
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,23,Luuka Jones,NZL,560
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,29,Noemie Fox,AUS,440
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,16,Lu Li,CHN,700
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,12,Eva Alina Hocevar,SLO,780
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,9,Ria Sribar,USA,840
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,27,Aki Yazawa,JPN,480
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,44,Courtney Williams,NZL,140
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,49,Bethan Forrow,GBR,40
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,41,Lucie Nesnidalova,CZE,200
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,19,Janina Kriesinger,BEL,640
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,45,Annkatrin Plochmann,GER,120
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,48,Florence Maheu,CAN,60
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,42,Lea Baldoni,CAN,180
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,43,Madison Corcoran,IRL,160
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,-,Katja Bengeri,CRO,-
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,14,Omira Estacia Neta,BRA,740
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,52,Georgia O'Callaghan,AUS,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,53,Marcella Altman,USA,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,47,Sofia Reinoso,MEX,80
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,13,Corinna Kuhnle,AUT,760
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,25,Martina Satkova,CZE,520
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,46,Shunfang Wan,CHN,100
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,20,Michaela Hassova,SVK,620
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,51,Sara Timea Seprenyi,HUN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,K1W,50,Lois Betteridge,CAN,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,1,Luka Bozic,SLO,1000
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,30,Raffaello Ivaldi,ITA,420
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,7,Roberto Colazingari,ITA,880
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,2,Zachary Lokken,USA,980
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,3,Benjamin Savsek,SLO,960
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,14,Mewen Debliquy,FRA,740
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,8,Matej Benus,SVK,860
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,6,Yohann Senechault,FRA,900
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,19,Matija Marinic,CRO,640
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,9,Adrien Fischer,FRA,840
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,21,Paolo Ceccon,ITA,600
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,28,Jean Pierre Bourhis,SEN,460
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,4,Tristan Carter,AUS,940
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,16,Yves Bourhis,SEN,700
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,17,Brodie Crawford,AUS,680
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,29,Nejc Polencic,SLO,440
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,12,Jiri Prskavec,CZE,780
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,15,Vojtech Heger,CZE,720
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,10,Mark Crosbee,AUS,820
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,5,Adam Burgess,GBR,920
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,49,Hannes Trummer,GER,40
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,11,Lennard Tuchscherer,GER,800
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,18,Kaua Da Silva,BRA,660
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,44,Oliver Puchner,NZL,140
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,43,Shota Sasaki,JPN,160
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,46,Grzegorz Hedwig,POL,100
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,13,Peng Zhang,CHN,760
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,47,Soren Loos,NED,80
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,24,Jake Cochrane,IRL,540
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,23,Roko Bengeri,CRO,560
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,25,Zhihao Chen,CHN,520
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,20,Peter Linksted,GBR,620
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,27,Yuancong Xie,CHN,480
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,22,Alex Baldoni,CAN,580
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,26,Martin Kratochvil,CZE,500
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,41,Timo Trummer,GER,200
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,42,Nathaniel Francis,USA,180
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,45,Alexandr Kulikov,KAZ,120
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,48,Devin Mcewan,USA,60
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1M,50,James Senior,NZL,20
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,10,Jessica Fox,AUS,820
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,8,Marta Bertoncelli,ITA,860
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,16,Sophie Ogilvie,GBR,700
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,26,Viktoria Wolffhardt,AUT,500
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,13,Martina Satkova,CZE,760
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,2,Viktoriia Us,UKR,980
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,4,Noemie Fox,AUS,940
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,19,Alja Kozorog,SLO,640
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,6,Ana Satila,BRA,900
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,3,Eva Alina Hocevar,SLO,960
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,15,Evy Leibfarth,USA,720
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,14,Juan Huang,CHN,740
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,24,Katja Bengeri,CRO,540
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,1,Elena Lilik,GER,1000
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,21,Bethan Forrow,GBR,600
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,30,Klaudia Zwolinska,POL,420
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,5,Ellis Miller,GBR,920
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,9,Simona Glejtekova,SVK,840
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,20,Lucie Baudu,FRA,620
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,23,Omira Estacia Neta,BRA,560
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,22,Jana Matulkova,CZE,580
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,11,Elena Borghi,ITA,800
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,46,Ren Mishima,JPN,100
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,12,Emanuela Luknarova,SVK,780
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,27,Jie Yang,CHN,480
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,42,Laurene Roisin,FRA,180
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,18,Eva Rihova,CZE,660
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,29,Doriane Delassus,FRA,440
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,7,Ivana Chlebova,SVK,880
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,41,Lois Betteridge,CAN,200
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,44,Cuishan Yu,CHN,140
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,17,Lea Novak,SLO,680
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,28,Michaela Corcoran,IRL,460
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,43,Haruka Okazaki,JPN,160
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,25,Nele Bayn,GER,520
2023 Tacen World Cup 3,2023,Tacen,World Cup 3,C1W,45,Marcella Altman,USA,120
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,11,Lucien Delfour,AUS,800
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,6,Miquel Trave,ESP,900
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,14,Martin Dougoud,SUI,740
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,16,Martin Halcin,SVK,700
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,3,Vit Prindis,CZE,960
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,25,David Llorente,ESP,520
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,8,Timothy Anderson,AUS,860
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,32,Michal Pasiut,POL,380
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,1,Peter Kauzer,SLO,1000
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,39,Felix Oschmautz,AUT,240
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,40,Niko Testen,SLO,220
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,30,Ben Haylett,GBR,420
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,37,Stefan Hengst,GER,280
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,10,Xin Quan,CHN,820
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,29,Erik Holmer,SWE,440
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,18,Boris Neveu,FRA,660
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,19,Jakub Grigar,SVK,640
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,9,Jonny Dickson,GBR,840
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,33,Noah Hegge,GER,360
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,26,Finn Butcher,NZL,500
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,20,Pau Echaniz,ESP,620
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,22,Gelindo Chiarello,SUI,580
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,17,Hannes Aigner,GER,680
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,4,Mario Leitner,AUT,940
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,24,Noel Hendrick,IRL,540
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,12,Jakub Krejci,CZE,780
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,15,Dariusz Popiela,POL,720
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,38,Jiri Prskavec,CZE,260
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,35,Adam Gonsenica,SVK,320
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,36,Samuel Curtis,IRL,300
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,63,Alistair Mccreery,IRL,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,31,Lucas Rossi,ARG,400
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,52,Vid Kuder Marusic,SLO,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,23,Dimitri Marx,SUI,560
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,56,Fredrik Wahlen,SWE,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,57,Lucas Jacob,POR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,27,Xabier Ferrazzi,ITA,480
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,28,Benjamin Pope,AUS,460
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,34,Alex Baldoni,CAN,340
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,60,Kaelin Friedenson,USA,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,21,Marcello Beda,ITA,600
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,53,Kosuke Saito,JPN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,54,Matias Contreras,ARG,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,61,Artem Ivchenko,UKR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,67,Serhii Sovko,UKR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,55,Frederico Alvarenga,POR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,62,Nour Ait Kaddour,MAR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,65,Antonio Reinoso,MEX,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,64,Salim Ahmad Jemai,TUN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,66,Donovan Wewege,RSA,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,59,Andraz Echeverria Olguin,CHI,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,69,Andy Barat,COM,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,13,Benjamin Renia,FRA,760
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,5,Titouan Castryck,FRA,920
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,7,Giovanni De Gennaro,ITA,880
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,51,Roko Bengeri,CRO,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,2,Joseph Clarke,GBR,980
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,58,Trevor Boyd,CAN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,71,Joao Cunha,POR,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,70,Manuel Tripano,ARG,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1M,68,Alexis Perez,VEN,20
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,29,Camille Prigent,FRA,440
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,2,Jessica Fox,AUS,980
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,20,Sona Stanovska,SVK,620
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,30,Marjorie Delassus,FRA,420
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,6,Ricarda Funk,GER,900
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,27,Kimberley Woods,GBR,480
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,14,Luuka Jones,NZL,740
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,16,Eva Tercelj,SLO,700
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,13,Klaudia Zwolinska,POL,760
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,4,Maialen Chourraut,ESP,940
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,3,Stefanie Horn,ITA,960
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,12,Viktoriia Us,UKR,780
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,10,Tereza Fiserova,CZE,820
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,15,Evy Leibfarth,USA,720
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,25,Noemie Fox,AUS,520
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,7,Laia Sorribes,ESP,880
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,23,Mallory Franklin,GBR,560
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,19,Eva Alina Hocevar,SLO,640
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,5,Elena Lilik,GER,920
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,1,Eliska Mintalova,SVK,1000
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,22,Ajda Novak,SLO,580
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,11,Martina Wegman,NED,800
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,28,Amalie Hilgertova,CZE,460
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,21,Viktoria Wolffhardt,AUT,600
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,26,Kate Eckhardt,AUS,500
2023 Seu World Cup 4,2023,Seu,World Cup 4,K1W,42,Emma Vuitton,FRA,180
