UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth,Competition ID,Athlete ID,Phase ID
2025 Pau World Cup 2 Heat 1 K1W 46,2025,Pau,World Cup 2,Heat 1,K1W,46,51,Kahlia CULLWICK,NZL,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,,,,147.78,52,199.78,Final Progression,141.00%,190.61%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Kahlia CULLWICK,2025 Pau World Cup 2 Heat 1 K1W Kahlia CULLWICK
2025 Pau World Cup 2 Heat 1 K1W 47,2025,Pau,World Cup 2,Heat 1,K1W,47,45,Anastassiya ANANYEVA,KAZ,-,-,-,2,-,-,-,-,-,-,2,-,-,50,-,-,2,-,-,-,-,-,,,,145.88,56,201.88,Final Progression,139.19%,192.62%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Anastassiya ANANYEVA,2025 Pau World Cup 2 Heat 1 K1W Anastassiya ANANYEVA
2025 Pau World Cup 2 Heat 1 K1W 48,2025,Pau,World Cup 2,Heat 1,K1W,48,48,Leonor CARVALHO,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,-,-,,,,233.51,8,241.51,Final Progression,222.79%,230.43%,2007,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Leonor CARVALHO,2025 Pau World Cup 2 Heat 1 K1W Leonor CARVALHO
2025 Pau World Cup 2 Heat 1 K1W 49,2025,Pau,World Cup 2,Heat 1,K1W,49,44,Blandine XHEMAJLJI,KOS,-,-,2,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,50,2,50,-,,,,170.13,108,278.13,Final Progression,162.32%,265.37%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Blandine XHEMAJLJI,2025 Pau World Cup 2 Heat 1 K1W Blandine XHEMAJLJI
2025 Pau World Cup 2 Heat 1 K1W 50,2025,Pau,World Cup 2,Heat 1,K1W,50,53,Waris MILLS,RSA,2,2,2,2,-,-,-,50,2,50,2,-,-,50,-,-,50,2,2,2,2,-,,,,162.32,220,382.32,Final Progression,154.87%,364.77%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Waris MILLS,2025 Pau World Cup 2 Heat 1 K1W Waris MILLS
2025 Pau World Cup 2 Final K1W 1,2025,Pau,World Cup 2,Final,K1W,1,2,Ricarda FUNK,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102,0,102,Final Progression,100.00%,100.00%,1992,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Ricarda FUNK,2025 Pau World Cup 2 Final K1W Ricarda FUNK
2025 Pau World Cup 2 Final K1W 2,2025,Pau,World Cup 2,Final,K1W,2,26,Eva PIETRACHA,FRA,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,101.22,2,103.22,Final Progression,99.24%,101.20%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Eva PIETRACHA,2025 Pau World Cup 2 Final K1W Eva PIETRACHA
2025 Pau World Cup 2 Final K1W 3,2025,Pau,World Cup 2,Final,K1W,3,22,Lois LEAVER,GBR,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,101.88,2,103.88,Final Progression,99.88%,101.84%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lois LEAVER,2025 Pau World Cup 2 Final K1W Lois LEAVER
2025 Pau World Cup 2 Final K1W 4,2025,Pau,World Cup 2,Final,K1W,4,9,Evy LEIBFARTH,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,104.19,0,104.19,Final Progression,102.15%,102.15%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Evy LEIBFARTH,2025 Pau World Cup 2 Final K1W Evy LEIBFARTH
2025 Pau World Cup 2 Final K1W 5,2025,Pau,World Cup 2,Final,K1W,5,23,Kate ECKHARDT,AUS,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.34,2,104.34,Final Progression,100.33%,102.29%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Kate ECKHARDT,2025 Pau World Cup 2 Final K1W Kate ECKHARDT
2025 Pau World Cup 2 Final K1W 6,2025,Pau,World Cup 2,Final,K1W,6,8,Kimberley WOODS,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,104.54,0,104.54,Final Progression,102.49%,102.49%,1995,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Kimberley WOODS,2025 Pau World Cup 2 Final K1W Kimberley WOODS
2025 Pau World Cup 2 Final K1W 7,2025,Pau,World Cup 2,Final,K1W,7,17,Laia SORRIBES,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,104.55,0,104.55,Final Progression,102.50%,102.50%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Laia SORRIBES,2025 Pau World Cup 2 Final K1W Laia SORRIBES
2025 Pau World Cup 2 Final K1W 8,2025,Pau,World Cup 2,Final,K1W,8,13,Antonie GALUSKOVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,107.83,2,109.83,Final Progression,105.72%,107.68%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Antonie GALUSKOVA,2025 Pau World Cup 2 Final K1W Antonie GALUSKOVA
2025 Pau World Cup 2 Final K1W 9,2025,Pau,World Cup 2,Final,K1W,9,20,Lena TEUNISSEN,NED,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.29,2,110.29,Final Progression,106.17%,108.13%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lena TEUNISSEN,2025 Pau World Cup 2 Final K1W Lena TEUNISSEN
2025 Pau World Cup 2 Final K1W 10,2025,Pau,World Cup 2,Final,K1W,10,24,Zuzana PANKOVA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,111.65,2,113.65,Final Progression,109.46%,111.42%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Zuzana PANKOVA,2025 Pau World Cup 2 Final K1W Zuzana PANKOVA
2025 Pau World Cup 2 Final K1W 11,2025,Pau,World Cup 2,Final,K1W,11,25,Lucie NESNIDALOVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,115.09,0,115.09,Final Progression,112.83%,112.83%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lucie NESNIDALOVA,2025 Pau World Cup 2 Final K1W Lucie NESNIDALOVA
2025 Pau World Cup 2 Final K1W 12,2025,Pau,World Cup 2,Final,K1W,12,21,Chiara SABATTINI,ITA,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,,,112.01,4,116.01,Final Progression,109.81%,113.74%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Chiara SABATTINI,2025 Pau World Cup 2 Final K1W Chiara SABATTINI
2025 Pau World Cup 2 Final K1W 13,2025,Pau,World Cup 2,Final,K1W,13,27,Emily APEL,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,50,-,,,,106.97,52,158.97,Final Progression,104.87%,155.85%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Emily APEL,2025 Pau World Cup 2 Final K1W Emily APEL
2025 Pau World Cup 2 Heat 1 K1M 1,2025,Pau,World Cup 2,Heat 1,K1M,1,18,Noah HEGGE,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,91.02,0,91.02,Final Progression,100.00%,100.00%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Noah HEGGE,2025 Pau World Cup 2 Heat 1 K1M Noah HEGGE
2025 Pau World Cup 2 Heat 1 K1M 2,2025,Pau,World Cup 2,Heat 1,K1M,2,11,Xabier FERRAZZI,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,91.62,0,91.62,Final Progression,100.66%,100.66%,2005,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Xabier FERRAZZI,2025 Pau World Cup 2 Heat 1 K1M Xabier FERRAZZI
2025 Pau World Cup 2 Heat 1 K1M 3,2025,Pau,World Cup 2,Heat 1,K1M,3,10,Felix OSCHMAUTZ,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,91.89,0,91.89,Final Progression,100.96%,100.96%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Felix OSCHMAUTZ,2025 Pau World Cup 2 Heat 1 K1M Felix OSCHMAUTZ
2025 Pau World Cup 2 Heat 1 K1M 4,2025,Pau,World Cup 2,Heat 1,K1M,4,7,Jakub KREJCI,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,93.12,0,93.12,Final Progression,102.31%,102.31%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Jakub KREJCI,2025 Pau World Cup 2 Heat 1 K1M Jakub KREJCI
2025 Pau World Cup 2 Heat 1 K1M 5,2025,Pau,World Cup 2,Heat 1,K1M,5,8,Lucien DELFOUR,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,93.43,0,93.43,Final Progression,102.65%,102.65%,1988,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Lucien DELFOUR,2025 Pau World Cup 2 Heat 1 K1M Lucien DELFOUR
2025 Pau World Cup 2 Heat 1 K1M 6,2025,Pau,World Cup 2,Heat 1,K1M,6,5,Anatole DELASSUS,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,93.72,0,93.72,Final Progression,102.97%,102.97%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Anatole DELASSUS,2025 Pau World Cup 2 Heat 1 K1M Anatole DELASSUS
2025 Pau World Cup 2 Heat 1 K1M 7,2025,Pau,World Cup 2,Heat 1,K1M,7,22,Benjamin RENIA,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.11,0,95.11,Final Progression,104.49%,104.49%,1990,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Benjamin RENIA,2025 Pau World Cup 2 Heat 1 K1M Benjamin RENIA
2025 Pau World Cup 2 Heat 1 K1M 8,2025,Pau,World Cup 2,Heat 1,K1M,8,41,Jan BARTA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,93.59,2,95.59,Final Progression,102.82%,105.02%,2000,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Jan BARTA,2025 Pau World Cup 2 Heat 1 K1M Jan BARTA
2025 Pau World Cup 2 Heat 1 K1M 9,2025,Pau,World Cup 2,Heat 1,K1M,9,3,Titouan CASTRYCK,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.71,0,95.71,Final Progression,105.15%,105.15%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Titouan CASTRYCK,2025 Pau World Cup 2 Heat 1 K1M Titouan CASTRYCK
2025 Pau World Cup 2 Heat 1 K1M 10,2025,Pau,World Cup 2,Heat 1,K1M,10,1,Giovanni DE GENNARO,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.27,0,96.27,Final Progression,105.77%,105.77%,1992,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Giovanni DE GENNARO,2025 Pau World Cup 2 Heat 1 K1M Giovanni DE GENNARO
2025 Pau World Cup 2 Heat 1 K1M 11,2025,Pau,World Cup 2,Heat 1,K1M,11,12,Mateusz POLACZYK,POL,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94.39,2,96.39,Final Progression,103.70%,105.90%,1988,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Mateusz POLACZYK,2025 Pau World Cup 2 Heat 1 K1M Mateusz POLACZYK
2025 Pau World Cup 2 Heat 1 K1M 12,2025,Pau,World Cup 2,Heat 1,K1M,12,20,Gelindo CHIARELLO,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.46,0,96.46,Final Progression,105.98%,105.98%,1998,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Gelindo CHIARELLO,2025 Pau World Cup 2 Heat 1 K1M Gelindo CHIARELLO
2025 Pau World Cup 2 Heat 1 K1M 12,2025,Pau,World Cup 2,Heat 1,K1M,12,30,Stefan HENGST,GER,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94.46,2,96.46,Final Progression,103.78%,105.98%,1994,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Stefan HENGST,2025 Pau World Cup 2 Heat 1 K1M Stefan HENGST
2025 Pau World Cup 2 Heat 1 K1M 14,2025,Pau,World Cup 2,Heat 1,K1M,14,80,Pavel EIGEL,UZB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,96.72,0,96.72,Final Progression,106.26%,106.26%,1990,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Pavel EIGEL,2025 Pau World Cup 2 Heat 1 K1M Pavel EIGEL
2025 Pau World Cup 2 Heat 1 K1M 15,2025,Pau,World Cup 2,Heat 1,K1M,15,2,Jiri PRSKAVEC,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.5,0,97.5,Final Progression,107.12%,107.12%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Jiri PRSKAVEC,2025 Pau World Cup 2 Heat 1 K1M Jiri PRSKAVEC
2025 Pau World Cup 2 Heat 1 K1M 16,2025,Pau,World Cup 2,Heat 1,K1M,16,14,Mario LEITNER,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.91,0,97.91,Final Progression,107.57%,107.57%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Mario LEITNER,2025 Pau World Cup 2 Heat 1 K1M Mario LEITNER
2025 Pau World Cup 2 Heat 1 K1M 16,2025,Pau,World Cup 2,Heat 1,K1M,16,26,Martin HALCIN,SVK,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.91,2,97.91,Final Progression,105.37%,107.57%,1991,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Martin HALCIN,2025 Pau World Cup 2 Heat 1 K1M Martin HALCIN
2025 Pau World Cup 2 Heat 1 K1M 18,2025,Pau,World Cup 2,Heat 1,K1M,18,15,Pau ECHANIZ,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.05,0,98.05,Final Progression,107.72%,107.72%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Pau ECHANIZ,2025 Pau World Cup 2 Heat 1 K1M Pau ECHANIZ
2025 Pau World Cup 2 Heat 1 K1M 19,2025,Pau,World Cup 2,Heat 1,K1M,19,33,Benjamin POPE,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.09,0,98.09,Final Progression,107.77%,107.77%,1994,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Benjamin POPE,2025 Pau World Cup 2 Heat 1 K1M Benjamin POPE
2025 Pau World Cup 2 Heat 1 K1M 20,2025,Pau,World Cup 2,Heat 1,K1M,20,40,Adam GONSENICA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.53,0,98.53,Final Progression,108.25%,108.25%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Adam GONSENICA,2025 Pau World Cup 2 Heat 1 K1M Adam GONSENICA
2025 Pau World Cup 2 Heat 1 K1M 21,2025,Pau,World Cup 2,Heat 1,K1M,21,9,Timothy ANDERSON,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,96.86,2,98.86,Final Progression,106.42%,108.61%,1994,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Timothy ANDERSON,2025 Pau World Cup 2 Heat 1 K1M Timothy ANDERSON
2025 Pau World Cup 2 Heat 1 K1M 22,2025,Pau,World Cup 2,Heat 1,K1M,22,39,Pedro GONCALVES,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.04,0,99.04,Final Progression,108.81%,108.81%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Pedro GONCALVES,2025 Pau World Cup 2 Heat 1 K1M Pedro GONCALVES
2025 Pau World Cup 2 Heat 1 K1M 23,2025,Pau,World Cup 2,Heat 1,K1M,23,34,Jan LOCNIKAR,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.41,0,99.41,Final Progression,109.22%,109.22%,2003,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Jan LOCNIKAR,2025 Pau World Cup 2 Heat 1 K1M Jan LOCNIKAR
2025 Pau World Cup 2 Heat 1 K1M 23,2025,Pau,World Cup 2,Heat 1,K1M,23,38,Maxime AUBERTIN,BEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,99.41,0,99.41,Final Progression,109.22%,109.22%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Maxime AUBERTIN,2025 Pau World Cup 2 Heat 1 K1M Maxime AUBERTIN
2025 Pau World Cup 2 Heat 1 K1M 25,2025,Pau,World Cup 2,Heat 1,K1M,25,24,Marcello BEDA,ITA,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.43,2,99.43,Final Progression,107.04%,109.24%,1995,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Marcello BEDA,2025 Pau World Cup 2 Heat 1 K1M Marcello BEDA
2025 Pau World Cup 2 Heat 1 K1M 26,2025,Pau,World Cup 2,Heat 1,K1M,26,36,Yuuki TANAKA,JPN,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.83,2,99.83,Final Progression,107.48%,109.68%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Yuuki TANAKA,2025 Pau World Cup 2 Heat 1 K1M Yuuki TANAKA
2025 Pau World Cup 2 Heat 1 K1M 27,2025,Pau,World Cup 2,Heat 1,K1M,27,16,Jonny DICKSON,GBR,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.86,2,99.86,Final Progression,107.51%,109.71%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Jonny DICKSON,2025 Pau World Cup 2 Heat 1 K1M Jonny DICKSON
2025 Pau World Cup 2 Heat 1 K1M 28,2025,Pau,World Cup 2,Heat 1,K1M,28,66,Guilherme MAPELLI,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.26,0,100.26,Final Progression,110.15%,110.15%,1995,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Guilherme MAPELLI,2025 Pau World Cup 2 Heat 1 K1M Guilherme MAPELLI
2025 Pau World Cup 2 Heat 1 K1M 29,2025,Pau,World Cup 2,Heat 1,K1M,29,21,Dariusz POPIELA,POL,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.43,2,100.43,Final Progression,108.14%,110.34%,1985,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Dariusz POPIELA,2025 Pau World Cup 2 Heat 1 K1M Dariusz POPIELA
2025 Pau World Cup 2 Heat 1 K1M 30,2025,Pau,World Cup 2,Heat 1,K1M,30,46,Kaelin FRIEDENSON,USA,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,98.53,2,100.53,Final Progression,108.25%,110.45%,2003,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Kaelin FRIEDENSON,2025 Pau World Cup 2 Heat 1 K1M Kaelin FRIEDENSON
2025 Pau World Cup 2 Heat 1 K1M 30,2025,Pau,World Cup 2,Heat 1,K1M,30,48,Frederico ALVARENGA,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.53,0,100.53,Final Progression,110.45%,110.45%,1998,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Frederico ALVARENGA,2025 Pau World Cup 2 Heat 1 K1M Frederico ALVARENGA
2025 Pau World Cup 2 Heat 1 K1M 32,2025,Pau,World Cup 2,Heat 1,K1M,32,60,Liman HUANG,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,98.73,2,100.73,Final Progression,108.47%,110.67%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Liman HUANG,2025 Pau World Cup 2 Heat 1 K1M Liman HUANG
2025 Pau World Cup 2 Heat 1 K1M 33,2025,Pau,World Cup 2,Heat 1,K1M,33,4,Peter KAUZER,SLO,-,-,-,-,2,2,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,,,,93.76,8,101.76,Final Progression,103.01%,111.80%,1983,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Peter KAUZER,2025 Pau World Cup 2 Heat 1 K1M Peter KAUZER
2025 Pau World Cup 2 Heat 1 K1M 34,2025,Pau,World Cup 2,Heat 1,K1M,34,17,Finn BUTCHER,NZL,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.9,4,101.9,Final Progression,107.56%,111.95%,1995,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Finn BUTCHER,2025 Pau World Cup 2 Heat 1 K1M Finn BUTCHER
2025 Pau World Cup 2 Heat 1 K1M 35,2025,Pau,World Cup 2,Heat 1,K1M,35,56,Max STEINBRENNER,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.12,0,102.12,Final Progression,112.20%,112.20%,2009,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Max STEINBRENNER,2025 Pau World Cup 2 Heat 1 K1M Max STEINBRENNER
2025 Pau World Cup 2 Heat 1 K1M 36,2025,Pau,World Cup 2,Heat 1,K1M,36,45,Alex BALDONI,CAN,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,98.14,4,102.14,Final Progression,107.82%,112.22%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Alex BALDONI,2025 Pau World Cup 2 Heat 1 K1M Alex BALDONI
2025 Pau World Cup 2 Heat 1 K1M 37,2025,Pau,World Cup 2,Heat 1,K1M,37,81,Hejie ZHANG,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.26,0,102.26,Final Progression,112.35%,112.35%,2006,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Hejie ZHANG,2025 Pau World Cup 2 Heat 1 K1M Hejie ZHANG
2025 Pau World Cup 2 Heat 1 K1M 38,2025,Pau,World Cup 2,Heat 1,K1M,38,19,Jakub GRIGAR,SVK,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,100.73,2,102.73,Final Progression,110.67%,112.87%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Jakub GRIGAR,2025 Pau World Cup 2 Heat 1 K1M Jakub GRIGAR
2025 Pau World Cup 2 Heat 1 K1M 39,2025,Pau,World Cup 2,Heat 1,K1M,39,52,Shao-Hsuan WU,TPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.75,0,102.75,Final Progression,112.89%,112.89%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Shao-Hsuan WU,2025 Pau World Cup 2 Heat 1 K1M Shao-Hsuan WU
2025 Pau World Cup 2 Heat 1 K1M 40,2025,Pau,World Cup 2,Heat 1,K1M,40,47,Tyler WESTFALL,USA,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,101.35,2,103.35,Final Progression,111.35%,113.55%,1996,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Tyler WESTFALL,2025 Pau World Cup 2 Heat 1 K1M Tyler WESTFALL
2025 Pau World Cup 2 Heat 1 K1M 41,2025,Pau,World Cup 2,Heat 1,K1M,41,6,Martin DOUGOUD,SUI,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,99.44,4,103.44,Final Progression,109.25%,113.65%,1991,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Martin DOUGOUD,2025 Pau World Cup 2 Heat 1 K1M Martin DOUGOUD
2025 Pau World Cup 2 Heat 1 K1M 42,2025,Pau,World Cup 2,Heat 1,K1M,42,50,Reilly VERNON,IRL,-,-,-,-,-,2,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,,,,97.64,6,103.64,Final Progression,107.27%,113.87%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Reilly VERNON,2025 Pau World Cup 2 Heat 1 K1M Reilly VERNON
2025 Pau World Cup 2 Heat 1 K1M 43,2025,Pau,World Cup 2,Heat 1,K1M,43,54,Thomas UKALOVIC,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,102.15,2,104.15,Final Progression,112.23%,114.43%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Thomas UKALOVIC,2025 Pau World Cup 2 Heat 1 K1M Thomas UKALOVIC
2025 Pau World Cup 2 Heat 1 K1M 44,2025,Pau,World Cup 2,Heat 1,K1M,44,44,Enrico DIETZ,GER,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.48,2,104.48,Final Progression,112.59%,114.79%,2005,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Enrico DIETZ,2025 Pau World Cup 2 Heat 1 K1M Enrico DIETZ
2025 Pau World Cup 2 Heat 1 K1M 45,2025,Pau,World Cup 2,Heat 1,K1M,45,55,Manuel TRIPANO,ARG,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,102.51,2,104.51,Final Progression,112.62%,114.82%,2005,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Manuel TRIPANO,2025 Pau World Cup 2 Heat 1 K1M Manuel TRIPANO
2025 Pau World Cup 2 Heat 1 K1M 46,2025,Pau,World Cup 2,Heat 1,K1M,46,77,Ivan KOZLOV,AIN,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,100.53,4,104.53,Final Progression,110.45%,114.84%,2003,2025 Pau World Cup 2,2025 Pau World Cup 2 K1M Ivan KOZLOV,2025 Pau World Cup 2 Heat 1 K1M Ivan KOZLOV
